YEAR BUILT,PROPERTY TYPE,CURRENT BUILDING EVAL SCORE,LATITUDE,LONGITUDE
1900,PRIVATE,79,43.672476824,-79.322298173
1900,PRIVATE,78,43.651593328,-79.390062452
1900,PRIVATE,76,43.64673173,-79.40357889
1900,PRIVATE,79,43.640614384,-79.437848643
1900,PRIVATE,79,43.731796593,-79.437939362
1900,PRIVATE,75,43.7749913097,-79.439415264
1885,SOCIAL HOUSING,92,43.656179273,-79.40360132
1891,SOCIAL HOUSING,92,43.663410889,-79.361416269
1900,SOCIAL HOUSING,88,43.653659388,-79.372693049
1916,SOCIAL HOUSING,79,43.682380018,-79.417661578
1929,SOCIAL HOUSING,89,43.6862643144,-79.4217422251
1930,SOCIAL HOUSING,69,43.6830936206,-79.4174370824
1940,SOCIAL HOUSING,88,43.6831736405,-79.3030579348
1950,SOCIAL HOUSING,89,43.678922769,-79.313487777
1950,SOCIAL HOUSING,84,43.666756229,-79.345630285
1953,SOCIAL HOUSING,98,43.7207918778,-79.2435210688
1959,SOCIAL HOUSING,84,43.670497618,-79.313073089
1960,SOCIAL HOUSING,86,43.653817451,-79.40412163
1967,SOCIAL HOUSING,87,43.665354191,-79.344850167
1972,SOCIAL HOUSING,81,43.675546866,-79.398129089
1975,SOCIAL HOUSING,82,43.7960933089,-79.3168137535
1975,SOCIAL HOUSING,75,43.7031497325,-79.3474623763
1978,SOCIAL HOUSING,99,43.740755193,-79.246090296
1980,SOCIAL HOUSING,96,43.649402507,-79.362697005
1981,SOCIAL HOUSING,96,43.7409528435,-79.2252456452
1982,SOCIAL HOUSING,96,43.7883475227,-79.2401308981
1983,SOCIAL HOUSING,89,43.6779324239,-79.3299297782
1985,SOCIAL HOUSING,86,43.7602553262,-79.1959527881
1985,SOCIAL HOUSING,93,43.759407247,-79.196109696
1985,SOCIAL HOUSING,89,43.7043074064,-79.3469915731
1987,SOCIAL HOUSING,87,43.7328892774,-79.3065969199
1987,SOCIAL HOUSING,81,43.680516169,-79.310280727
1987,SOCIAL HOUSING,94,43.657882233,-79.348395465
1987,SOCIAL HOUSING,76,43.662252242,-79.406937302
1988,SOCIAL HOUSING,82,43.688308838,-79.302553095
1988,SOCIAL HOUSING,99,43.6594297929,-79.3361462421
1988,SOCIAL HOUSING,86,43.6582200015,-79.3706451728
1988,SOCIAL HOUSING,90,43.663437479,-79.373585563
1989,SOCIAL HOUSING,97,43.66973086,-79.318265969
1989,SOCIAL HOUSING,95,43.663675162,-79.321078637
1989,SOCIAL HOUSING,82,43.678997338,-79.321136292
1989,SOCIAL HOUSING,92,43.7332472948,-79.3395613564
1989,SOCIAL HOUSING,94,43.658208709,-79.340792813
1989,SOCIAL HOUSING,83,43.662679383,-79.421476232
1990,SOCIAL HOUSING,67,43.66557523,-79.321020795
1990,SOCIAL HOUSING,99,43.679932553,-79.3224960568
1991,SOCIAL HOUSING,97,43.6831806444,-79.3230461793
1991,SOCIAL HOUSING,97,43.659070087,-79.366469562
1991,SOCIAL HOUSING,84,43.662450948,-79.368026345
1991,SOCIAL HOUSING,87,43.658739683,-79.370207308
1992,SOCIAL HOUSING,92,43.79845735,-79.149242668
1992,SOCIAL HOUSING,91,43.798928736,-79.149462154
1992,SOCIAL HOUSING,95,43.798355204,-79.149608006
1992,SOCIAL HOUSING,95,43.799334653,-79.149625429
1992,SOCIAL HOUSING,89,43.79936022,-79.150044554
1992,SOCIAL HOUSING,93,43.799771853,-79.150262267
1992,SOCIAL HOUSING,97,43.7393701329,-79.2153343914
1992,SOCIAL HOUSING,92,43.7294157081,-79.2774083068
1992,SOCIAL HOUSING,95,43.688688452,-79.296041897
1992,SOCIAL HOUSING,83,43.6876986854,-79.3490675447
1992,SOCIAL HOUSING,98,43.7782172975,-79.4059349081
1993,SOCIAL HOUSING,91,43.7470832962,-79.2854390765
1993,SOCIAL HOUSING,95,43.81394308,-79.290219554
1993,SOCIAL HOUSING,94,43.662057505,-79.336781488
1993,SOCIAL HOUSING,95,43.668855304,-79.375727382
1993,SOCIAL HOUSING,91,43.706341783,-79.396911955
1993,SOCIAL HOUSING,91,43.675421215,-79.413941928
1994,SOCIAL HOUSING,95,43.767932495,-79.197118281
1994,SOCIAL HOUSING,96,43.702657978,-79.297997207
1994,SOCIAL HOUSING,92,43.7613478406,-79.323202558
1994,SOCIAL HOUSING,96,43.671581656,-79.326317755
1994,SOCIAL HOUSING,91,43.662245802,-79.378638162
1994,SOCIAL HOUSING,57,43.6499453573,-79.411506674
1995,SOCIAL HOUSING,86,43.669807539,-79.31766252
1995,SOCIAL HOUSING,83,43.663039249,-79.32501186
1995,SOCIAL HOUSING,91,43.656507705,-79.378143229
1996,SOCIAL HOUSING,90,43.66049693,-79.336536519
1996,SOCIAL HOUSING,93,43.787109972,-79.415408659
1996,SOCIAL HOUSING,93,43.78632826,-79.41887979
1997,SOCIAL HOUSING,87,43.647312711,-79.372960844
2002,SOCIAL HOUSING,97,43.677485169,-79.320862391
2002,SOCIAL HOUSING,93,43.680785833,-79.334088523
2004,SOCIAL HOUSING,87,43.690476097,-79.342379981
2005,SOCIAL HOUSING,98,43.807586521,-79.21678105
2005,SOCIAL HOUSING,93,43.654513754,-79.366669531
2005,SOCIAL HOUSING,95,43.658372351,-79.367849536
2005,SOCIAL HOUSING,94,43.645573462,-79.402433707
2007,SOCIAL HOUSING,92,43.68964725,-79.296194031
2009,SOCIAL HOUSING,82,43.6870772647,-79.4223633104
2011,SOCIAL HOUSING,86,43.656141544,-79.386162853
2012,SOCIAL HOUSING,97,43.6901052164,-79.3416209783
2012,SOCIAL HOUSING,85,43.65908018,-79.366823235
2016,SOCIAL HOUSING,98,43.691279311,-79.286865733
2016,SOCIAL HOUSING,98,43.653300151,-79.35672646
,SOCIAL HOUSING,87,43.656497402,-79.385911624
1948,TCHC,81,43.66223715,-79.361553726
1954,TCHC,26,43.674784253,-79.307317148
1954,TCHC,87,43.710473457,-79.391890313
1955,TCHC,92,43.672335957,-79.305154005
1956,TCHC,86,43.710430484,-79.397121509
1960,TCHC,81,43.682986595,-79.311994302
1961,TCHC,96,43.664245507,-79.359845026
1961,TCHC,81,43.662525313,-79.371459917
1962,TCHC,92,43.7029523574,-79.2810286285
1962,TCHC,79,43.68051548,-79.292110495
1964,TCHC,87,43.705953312,-79.279044598
1964,TCHC,96,43.703580346,-79.279521109
1964,TCHC,83,43.656446656,-79.365424701
1964,TCHC,79,43.65586332,-79.366647156
1964,TCHC,92,43.655849077,-79.367907347
1965,TCHC,98,43.6658597162,-79.3160434122
1966,TCHC,84,43.717195772,-79.300999236
1967,TCHC,37,43.684753015,-79.295439716
1967,TCHC,86,43.7155652564,-79.3046724013
1968,TCHC,89,43.7145219871,-79.2681489006
1968,TCHC,90,43.650817742,-79.40050764
1969,TCHC,74,43.7624910264,-79.2104930971
1969,TCHC,87,43.726760854,-79.263575088
1969,TCHC,87,43.72687441,-79.265289789
1969,TCHC,71,43.695629657,-79.302310982
1969,TCHC,85,43.668827347,-79.373701881
1969,TCHC,93,43.669381383,-79.37437191
1970,TCHC,83,43.7630131413,-79.2041400469
1970,TCHC,73,43.7631593909,-79.2047559
1970,TCHC,79,43.763475642,-79.2053061322
1970,TCHC,75,43.760034357,-79.229764837
1970,TCHC,87,43.759551821,-79.230166356
1970,TCHC,93,43.7365696854,-79.255181683
1970,TCHC,88,43.7142950675,-79.2692166242
1970,TCHC,80,43.668054223,-79.373657702
1970,TCHC,95,43.78785777,-79.408640775
1971,TCHC,85,43.787815708,-79.196116635
1971,TCHC,86,43.7808585866,-79.2318241185
1971,TCHC,77,43.779266937,-79.323413406
1971,TCHC,77,43.778310557,-79.323533534
1971,TCHC,91,43.7927282049,-79.3578376974
1971,TCHC,94,43.792308051,-79.35878168
1972,TCHC,91,43.7671070711,-79.1850076952
1972,TCHC,79,43.767386062,-79.193922136
1972,TCHC,77,43.76703953,-79.195497441
1972,TCHC,95,43.726764513,-79.250888477
1972,TCHC,82,43.726954137,-79.252290284
1972,TCHC,88,43.73164966,-79.277903946
1972,TCHC,87,43.663061381,-79.357756445
1973,TCHC,97,43.662107374,-79.351676246
1973,TCHC,81,43.790919576,-79.368770753
1973,TCHC,83,43.791143455,-79.368819925
1973,TCHC,86,43.790476393,-79.369185506
1973,TCHC,92,43.6555922823,-79.3695219097
1973,TCHC,82,43.790397172,-79.369820172
1973,TCHC,81.1,43.791324582,-79.369928562
1974,TCHC,83,43.7679927406,-79.185350274
1974,TCHC,84,43.7672342065,-79.1888137161
1974,TCHC,96,43.768124338,-79.415525902
1975,TCHC,94,43.7820250882,-79.291608709
1975,TCHC,96,43.776693031,-79.319134202
1975,TCHC,91,43.659278057,-79.371049668
1977,TCHC,96,43.7599953268,-79.2217974394
1977,TCHC,91,43.6847713094,-79.4220013405
1978,TCHC,83,43.657174343,-79.370798412
1979,TCHC,94,43.7204681732,-79.2391056557
1979,TCHC,91,43.793883909,-79.351291535
1979,TCHC,87,43.64755666,-79.370208586
1979,TCHC,91,43.650231675,-79.391500138
1979,TCHC,90,43.656896921,-79.40179055
1980,TCHC,95,43.7362667002,-79.253868081
1980,TCHC,94,43.7366529492,-79.2546800304
1980,TCHC,95,43.810377963,-79.36147583
1980,TCHC,79,43.646859159,-79.369670022
1980,TCHC,90,43.658579323,-79.370659613
1980,TCHC,91,43.664421836,-79.37226324
1980,TCHC,90,43.667014568,-79.400772812
1981,TCHC,91,43.708023913,-79.394575153
1982,TCHC,91,43.648589687,-79.366782746
1982,TCHC,96,43.6499749234,-79.3684698144
1983,TCHC,91,43.646717897,-79.374036398
1983,TCHC,96,43.7088453,-79.3898544426
1984,TCHC,99,43.657342412,-79.357649785
1984,TCHC,90,43.671910844,-79.38519572
1985,TCHC,81,43.657081225,-79.361524441
1985,TCHC,90,43.6591023749,-79.3763412035
1985,TCHC,85,43.657352303,-79.382931903
1986,TCHC,94,43.6896562892,-79.3419083036
1986,TCHC,77,43.65837995,-79.373485597
1986,TCHC,89,43.7759712605,-79.4152224497
1987,TCHC,83,43.714039592,-79.39939307
1988,TCHC,87,43.681226942,-79.329929684
1989,TCHC,85,43.6792629925,-79.3201512401
1989,TCHC,94,43.6771456368,-79.3445056015
1989,TCHC,97,43.668341436,-79.402632539
1989,TCHC,92,43.655689409,-79.414956252
1990,TCHC,88,43.727328178,-79.402054418
1991,TCHC,90,43.651211633,-79.390479351
1992,TCHC,70,43.67824727,-79.302446163
1993,TCHC,97,43.8084247156,-79.2179866009
1993,TCHC,84,43.6797322246,-79.3217059206
1993,TCHC,74,43.662426775,-79.336914688
1993,TCHC,89,43.648548433,-79.370253431
1993,TCHC,97,43.662777073,-79.378607344
1993,TCHC,87,43.652192629,-79.396788053
1993,TCHC,92,43.680639688,-79.418058669
1994,TCHC,86,43.6579290015,-79.3745956527
1994,TCHC,84,43.6656354324,-79.386388138
2006,TCHC,83,43.662770772,-79.35927116
2006,TCHC,81,43.662405994,-79.360720129
2006,TCHC,89,43.649017812,-79.367964945
2008,TCHC,98,43.660237712,-79.353034249
2009,TCHC,90,43.660308626,-79.363369137
2009,TCHC,90,43.660500875,-79.36342677
2009,TCHC,89,43.65255869,-79.365341193
2010,TCHC,94,43.662285791,-79.378210701
2014,TCHC,97,43.656334944,-79.356596199
1900,TCHC,94,43.7363547745,-79.2538980653
